 Optimized Parameter
a1 = ,       0.480763
a2 = ,       0.190212
a3 = ,       0.049754
b1 = ,       0.470634
b2 = ,       0.098872
z1 = ,      62.049423
z2 = ,      18.133139
s1 = ,      13.415628
s2 = ,       0.975866
s3 = ,       2.358153
Er = ,       0.000099
=============================
Event Number,  1
NS = ,       1.000000

 No,rain(mm/h),q_obs(m3/s),q_cal(m3/s),t1(m3/s),t2(m3/s),t3(m3/s)
2100051304,   0.55250, 124.36323, 124.36191,   1.23357,  18.82928,  51.09190
2100051305,   0.75270, 109.78688, 109.78568,   1.05146,  17.49975,  50.40676
2100051306,   0.94720,  98.90359,  98.90257,   1.05803,  16.55872,  49.63136
2100051307,   1.13720,  95.13525,  95.13579,   1.16208,  15.85253,  48.81480
2100051308,   1.57850,  93.54076,  93.54127,   1.45077,  15.44745,  47.99664
2100051309,   1.62750,  91.98054,  91.98101,   1.62953,  15.22563,  47.19606
2100051310,   1.83360,  90.49047,  90.49094,   1.83327,  15.18897,  46.43150
2100051311,   1.37570,  89.04594,  89.04637,   1.69872,  15.04814,  45.69028
2100051312,   2.28830,  87.71453,  87.71495,   2.11059,  15.25121,  45.00712
2100051313,   1.50120,  86.45422,  86.45461,   1.91196,  15.27506,  44.36043
2100051314,   2.76890,  85.35310,  85.35348,   2.47789,  15.74995,  43.79543
2100051315,   1.76010,  84.35555,  84.35591,   2.24345,  15.99007,  43.28358
2100051316,   1.61970,  83.41930,  83.41965,   2.04502,  16.04747,  42.80318
2100051317,   1.56700,  82.51851,  82.51884,   1.91208,  15.99269,  42.34097
2100051318,   0.92140,  81.58542,  81.58574,   1.49995,  15.61315,  41.86218
2100051319,   0.57170,  80.56361,  80.56391,   1.09666,  14.94804,  41.33788
2100051320,   0.49880,  79.42983,  79.43009,   0.84458,  14.14675,  40.75611
2100051321,   2.45270,  78.35239,  78.35264,   1.74547,  14.14642,  40.20326
2100051322,   0.49250,  77.23720,  77.23744,   1.18471,  13.69687,  39.63104
2100051323,   3.79200,  76.33119,  76.33141,   2.63450,  14.45326,  39.16615
2100051324,   1.66450,  75.55035,  75.55058,   2.27575,  14.84746,  38.76550
2100051401,   0.59310,  74.75731,  74.75751,   1.51867,  14.59615,  38.35857
2100051402,   0.49530,  73.88403,  73.88421,   1.06613,  14.00713,  37.91048
2100051403,   0.46900,  72.90511,  72.90527,   0.81264,  13.27327,  37.40817
2100051404,   0.37010,  71.81013,  71.81028,   0.62611,  12.46253,  36.84633
2100051405,   0.36920,  70.60505,  70.60516,   0.52688,  11.65245,  36.22798
2100051406,   0.57220,  69.32053,  69.32063,   0.58182,  10.96647,  35.56887
2100051407,   0.54010,  67.97628,  67.97636,   0.59390,  10.35801,  34.87912
2100051408,   0.71270,  66.60342,  66.60348,   0.69167,   9.88803,  34.17468
2100051409,   1.17030,  65.26067,  65.26070,   0.98567,   9.70004,  33.48569
2100051410,   1.20190,  63.97836,  63.97837,   1.15802,   9.66874,  32.82772
2100051411,   1.67020,  62.80931,  62.80932,   1.49717,   9.91223,  32.22787
2100051412,   3.05000,  61.89114,  61.89115,   2.40712,  10.86065,  31.75676
2100051413,   2.49120,  61.22257,  61.22258,   2.59300,  11.86422,  31.41371
2100051414,   1.63860,  60.71357,  60.71358,   2.24007,  12.48582,  31.15254
2100051415,   1.25720,  60.28043,  60.28044,   1.85134,  12.73452,  30.93029
2100051416,   1.14550,  59.87125,  59.87127,   1.58642,  12.74640,  30.72034
2100051417,   0.96480,  59.44622,  59.44622,   1.35053,  12.56812,  30.50225
2100051418,   3.89190,  59.24158,  59.24160,   2.77517,  13.54881,  30.39725
2100051419,   3.49060,  59.31489,  59.31491,   3.31689,  14.86654,  30.43487
2100051420,   1.57510,  59.50744,  59.50748,   2.58965,  15.47136,  30.53368
2100051421,   0.48810,  59.64482,  59.64487,   1.62926,  15.24696,  30.60417
2100051422,   0.62910,  59.66367,  59.66371,   1.19550,  14.69724,  30.61385
2100051423,   0.45880,  59.52887,  59.52891,   0.87573,  13.94569,  30.54468
2100051424,   0.51200,  59.24020,  59.24024,   0.73462,  13.15540,  30.39656
2100051501,   0.33100,  58.79343,  58.79346,   0.56410,  12.30663,  30.16731
2100051502,   2.34110,  58.37200,  58.37202,   1.53792,  12.32196,  29.95107
2100051503,   1.21640,  57.96134,  57.96136,   1.45804,  12.27177,  29.74036
2100051504,   0.17940,  57.46568,  57.46569,   0.86681,  11.75289,  29.48603
2100051505,   0.13130,  56.84458,  56.84459,   0.52836,  11.01416,  29.16733
2100051506,   0.42150,  56.11497,  56.11495,   0.50283,  10.32801,  28.79295
2100051507,   0.78820,  55.32541,  55.32538,   0.68343,   9.85439,  28.38782
2100051508,   1.13110,  54.53353,  54.53349,   0.96055,   9.64961,  27.98149
2100051509,   1.37730,  53.78864,  53.78860,   1.23758,   9.68702,  27.59929
2100051510,   2.08640,  53.17265,  53.17260,   1.75960,  10.13896,  27.28321
2100051511,   2.69200,  52.76722,  52.76717,   2.35653,  11.02443,  27.07519
2100051512,   2.83500,  52.60786,  52.60782,   2.74822,  12.13616,  26.99342
2100051513,   2.94120,  52.70288,  52.70286,   3.01179,  13.34913,  27.04219
2100051514,   2.04690,  52.96093,  52.96092,   2.67790,  14.17468,  27.17460
2100051515,   2.08870,  53.33212,  53.33213,   2.52328,  14.79473,  27.36507
2100051516,   1.85300,  53.76475,  53.76477,   2.31665,  15.18793,  27.58706
2100051517,   1.70770,  54.21752,  54.21756,   2.13036,  15.39301,  27.81939
2100051518,   0.90410,  54.60002,  54.60006,   1.60634,  15.15800,  28.01565
2100051519,   0.60080,  54.84916,  54.84920,   1.16838,  14.59535,  28.14349
2100051520,   0.37600,  54.92578,  54.92582,   0.81755,  13.80726,  28.18280
2100051521,   0.26150,  54.81418,  54.81421,   0.57121,  12.89974,  28.12554
2100051522,   0.21410,  54.51666,  54.51668,   0.41572,  11.95737,  27.97287
2100051523,   0.17900,  54.04497,  54.04498,   0.31482,  11.02735,  27.73083
2100051524,   0.15230,  53.41545,  53.41545,   0.24728,  10.13517,  27.40782
2100051601,   0.14000,  52.64703,  52.64701,   0.20501,   9.29733,  27.01353
2100051602,   0.11920,  51.75798,  51.75795,   0.17163,   8.51559,  26.55734
2100051603,   0.10340,  50.76579,  50.76574,   0.14559,   7.79028,  26.04823
2100051604,   0.09120,  49.68687,  49.68679,   0.12535,   7.12046,  25.49462
2100051605,   0.08150,  48.53640,  48.53630,   0.10950,   6.50418,  24.90430
2100051606,   0.07510,  47.32840,  47.32829,   0.09772,   5.93939,  24.28446
2100051607,   0.09140,  46.07748,  46.07736,   0.10011,   5.43236,  23.64260
2100051608,   0.75880,  44.85369,  44.85354,   0.45468,   5.25952,  23.01465
2100051609,   1.79750,  43.77918,  43.77903,   1.19223,   5.69465,  22.46331
2100051610,   2.31140,  42.94566,  42.94551,   1.85470,   6.61751,  22.03562
2100051611,   2.72880,  42.41562,  42.41549,   2.42635,   7.90709,  21.76367
2100051612,   2.88290,  42.21064,  42.21051,   2.81054,   9.37697,  21.65849
2100051613,   2.66390,  42.29921,  42.29911,   2.89798,  10.77157,  21.70395
2100051614,   1.94850,  42.58462,  42.58455,   2.56556,  11.76197,  21.85041
2100051615,   1.57650,  42.97648,  42.97641,   2.19267,  12.35570,  22.05148
2100051616,   1.41960,  43.41190,  43.41185,   1.91221,  12.66604,  22.27491
2100051617,   1.40330,  43.85691,  43.85688,   1.75512,  12.81984,  22.50326
2100051618,   0.67870,  44.23196,  44.23195,   1.28838,  12.58451,  22.69571
2100051619,   0.46700,  44.48680,  44.48680,   0.92924,  12.08472,  22.82647
2100051620,   0.23800,  44.58677,  44.58677,   0.61790,  11.38491,  22.87777
2100051621,   0.19150,  44.52280,  44.52279,   0.42847,  10.60253,  22.84494
2100051622,   0.15860,  44.29959,  44.29958,   0.31077,   9.80322,  22.73041
2100051623,   0.13420,  43.92890,  43.92887,   0.23555,   9.02267,  22.54020
2100051624,   0.11560,  43.42564,  43.42560,   0.18589,   8.27951,  22.28196
2100051701,   0.10700,  42.80632,  42.80627,   0.15505,   7.58512,  21.96418
2100051702,   0.10350,  42.08772,  42.08765,   0.13687,   6.94482,  21.59545
2100051703,   0.08110,  41.28413,  41.28405,   0.11538,   6.35061,  21.18312
2100051704,   0.08380,  40.41010,  40.41000,   0.10544,   5.80719,  20.73464
2100051705,   0.06570,  39.47763,  39.47752,   0.09060,   5.30560,  20.25618
2100051706,   0.07160,  38.49895,  38.49883,   0.08586,   4.84982,  19.75400
2100051707,   0.05810,  37.48393,  37.48380,   0.07621,   4.43136,  19.23318
2100051708,   0.18430,  36.45283,  36.45269,   0.13790,   4.10371,  18.70412
2100051709,   1.71960,  35.55066,  35.55051,   0.98330,   4.48574,  18.24120
2100051710,   2.51150,  34.90441,  34.90427,   1.85003,   5.52438,  17.90961
2100051711,   2.80840,  34.58076,  34.58063,   2.46602,   6.95382,  17.74355
2100051712,   3.01530,  34.60586,  34.60575,   2.90162,   8.59092,  17.75644
2100051713,   3.03350,  34.96857,  34.96848,   3.14185,  10.25861,  17.94256
2100051714,   2.72760,  35.61293,  35.61287,   3.10709,  11.73357,  18.27320
2100051715,   2.40730,  36.46471,  36.46468,   2.91913,  12.91212,  18.71026
2100051716,   1.77570,  37.41928,  37.41927,   2.48529,  13.62656,  19.20008
2100051717,   1.42970,  38.38997,  38.38999,   2.07246,  13.93963,  19.69816
2100051718,   0.78740,  39.27877,  39.27881,   1.51391,  13.77427,  20.15421
2100051719,   0.52570,  40.02239,  40.02244,   1.07970,  13.27739,  20.53578
2100051720,   0.24860,  40.57674,  40.57679,   0.70316,  12.52797,  20.82022
2100051721,   0.22320,  40.93165,  40.93170,   0.49038,  11.68218,  21.00233
2100051722,   0.18420,  41.09235,  41.09240,   0.35710,  10.81323,  21.08478
2100051723,   0.15520,  41.07196,  41.07200,   0.27120,   9.96138,  21.07431
2100051724,   0.11760,  40.88597,  40.88599,   0.20582,   9.14137,  20.97887
2100051801,   0.10850,  40.55266,  40.55268,   0.16639,   8.37085,  20.80785
2100051802,   0.09160,  40.09000,  40.09000,   0.13657,   7.65262,  20.57044
2100051803,   0.07920,  39.51521,  39.51520,   0.11422,   6.98751,  20.27551
2100051804,   0.06980,  38.84451,  38.84448,   0.09741,   6.37468,  19.93136
2100051805,   0.06260,  38.09288,  38.09284,   0.08471,   5.81227,  19.54569
2100051806,   0.05700,  37.27410,  37.27404,   0.07501,   5.29770,  19.12556
2100051807,   0.16260,  36.41010,  36.41003,   0.12579,   4.87468,  18.68223
2100051808,   1.11510,  35.59809,  35.59801,   0.65688,   4.91897,  18.26557
2100051809,   2.01320,  34.95774,  34.95765,   1.41345,   5.56501,  17.93700
2100051810,   2.48660,  34.57353,  34.57345,   2.06456,   6.66881,  17.73986
2100051811,   2.86200,  34.49900,  34.49892,   2.60795,   8.09881,  17.70163
2100051812,   3.10880,  34.75811,  34.75805,   3.02626,   9.72255,  17.83459
2100051813,   2.00790,  35.24281,  35.24277,   2.66491,  10.89626,  18.08330
2100051814,   1.83630,  35.87238,  35.87237,   2.38279,  11.72790,  18.40635
2100051815,   1.56720,  36.57541,  36.57541,   2.09099,  12.24354,  18.76708
2100051816,   0.91400,  37.25643,  37.25645,   1.59074,  12.30742,  19.11653
2100051817,   1.26630,  37.90253,  37.90256,   1.51242,  12.30224,  19.44806
2100051818,   0.74170,  38.46358,  38.46362,   1.19326,  12.04188,  19.73594
2100051819,   0.41510,  38.89339,  38.89344,   0.85141,  11.53338,  19.95648
2100051820,   0.29680,  39.16906,  39.16911,   0.60782,  10.88002,  20.09793
2100051821,   0.19460,  39.28158,  39.28163,   0.42478,  10.14460,  20.15566
2100051822,   0.19810,  39.23838,  39.23842,   0.32973,   9.40575,  20.13349
2100051823,   0.13310,  39.04826,  39.04829,   0.24501,   8.67208,  20.03593
2100051824,   0.08620,  38.72191,  38.72192,   0.17533,   7.95512,  19.86847
2100051901,   0.07980,  38.27397,  38.27397,   0.13506,   7.27678,  19.63863
2100051902,   0.11770,  37.72391,  37.72389,   0.13380,   6.66451,  19.35638
2100051903,   0.05750,  37.08381,  37.08377,   0.10127,   6.08671,  19.02793
2100051904,   0.12820,  36.37305,  36.37299,   0.12147,   5.58223,  18.66323
2100051905,   0.04640,  35.59996,  35.59990,   0.08887,   5.10150,  18.26654
2100051906,   0.10750,  34.77978,  34.77970,   0.10395,   4.68038,  17.84570
2100051907,   0.12930,  33.92647,  33.92638,   0.12347,   4.31655,  17.40785
2100051908,   0.90400,  33.11744,  33.11734,   0.54391,   4.32552,  16.99273
2100051909,   1.79970,  32.46371,  32.46361,   1.24063,   4.89178,  16.65729
2100051910,   2.29340,  32.04877,  32.04868,   1.87080,   5.90690,  16.44439
2100051911,   2.54090,  31.91599,  31.91590,   2.33540,   7.19388,  16.37626
2100051912,   2.50860,  32.06270,  32.06263,   2.56425,   8.53696,  16.45155
2100051913,   2.34220,  32.45342,  32.45337,   2.59731,   9.77373,  16.65204
2100051914,   1.82790,  33.00968,  33.00965,   2.34256,  10.68413,  16.93747
2100051915,   1.59040,  33.66254,  33.66254,   2.08197,  11.29574,  17.27247
2100051916,   0.90130,  34.31308,  34.31310,   1.57924,  11.44413,  17.60628
2100051917,   0.60520,  34.88958,  34.88961,   1.15637,  11.23905,  17.90209
2100051918,   0.22550,  35.33070,  35.33073,   0.73152,  10.71388,  18.12843
2100051919,   0.21170,  35.61591,  35.61594,   0.49931,  10.05460,  18.27477
2100051920,   0.14850,  35.74075,  35.74078,   0.34293,   9.33523,  18.33883
2100051921,   0.08980,  35.70914,  35.70916,   0.22907,   8.59576,  18.32261
2100051922,   0.09010,  35.53391,  35.53393,   0.16896,   7.88124,  18.23269
2100051923,   0.07200,  35.22984,  35.22984,   0.12756,   7.20420,  18.07666
2100051924,   0.09910,  34.81568,  34.81567,   0.11998,   6.58803,  17.86415
2100052001,   0.05200,  34.30460,  34.30458,   0.09104,   6.00960,  17.60191
2100052002,   0.09940,  33.71464,  33.71460,   0.10081,   5.49619,  17.29918
2100052003,   0.04120,  33.05584,  33.05579,   0.07518,   5.01300,  16.96115
2100052004,   0.03910,  32.33895,  32.33889,   0.06049,   4.56582,  16.59330
2100052005,   0.10270,  31.58007,  31.58000,   0.08639,   4.18360,  16.20391
2100052006,   0.22420,  30.80166,  30.80158,   0.16442,   3.90169,  15.80449
2100052007,   0.48590,  30.03963,  30.03955,   0.34426,   3.79172,  15.41349
2100052008,   1.23560,  29.37549,  29.37539,   0.83632,   4.08685,  15.07271
2100052009,   1.45950,  28.86012,  28.86002,   1.21533,   4.65643,  14.80827
2100052010,   1.86980,  28.54269,  28.54260,   1.63316,   5.50445,  14.64540
2100052011,   2.19750,  28.46058,  28.46050,   2.02782,   6.58481,  14.60327
2100052012,   2.15040,  28.61032,  28.61026,   2.21181,   7.70575,  14.68011
2100052013,   2.93410,  29.04124,  29.04120,   2.72407,   9.12626,  14.90123
2100052014,   2.40370,  29.70926,  29.70924,   2.71447,  10.39863,  15.24401
2100052015,   2.53720,  30.58769,  30.58770,   2.78006,  11.59774,  15.69475
2100052016,   2.34000,  31.63064,  31.63067,   2.71038,  12.62247,  16.22991
2100052017,   1.60830,  32.74026,  32.74033,   2.28617,  13.20603,  16.79928
2100052018,   0.97380,  33.81031,  33.81039,   1.72572,  13.28288,  17.34834
2100052019,   0.69290,  34.76869,  34.76878,   1.28033,  12.99532,  17.84009
2100052020,   0.29240,  35.55384,  35.55395,   0.83255,  12.37745,  18.24296
2100052021,   0.45230,  36.16199,  36.16209,   0.68016,  11.69858,  18.55501
2100052022,   0.32320,  36.59133,  36.59142,   0.53114,  10.96745,  18.77530
2100052023,   0.30720,  36.85122,  36.85130,   0.44379,  10.23862,  18.90865
2100052024,   0.05770,  36.93569,  36.93577,   0.26547,   9.43900,  18.95199
2100052101,   0.13000,  36.86042,  36.86049,   0.20935,   8.67347,  18.91336
2100052102,   0.16530,  36.64692,  36.64697,   0.19833,   7.97480,  18.80380
2100052103,   0.09730,  36.30931,  36.30935,   0.15649,   7.31169,  18.63057
2100052104,   0.08640,  35.86254,  35.86256,   0.12858,   6.69179,  18.40131
2100052105,   0.08940,  35.32234,  35.32234,   0.11539,   6.12260,  18.12413
2100052106,   0.30590,  34.72232,  34.72231,   0.22302,   5.69592,  17.81624
2100052107,   0.73810,  34.12054,  34.12051,   0.50878,   5.54037,  17.50746
2100052108,   1.11770,  33.57755,  33.57752,   0.86101,   5.68238,  17.22885
2100052109,   1.27290,  33.13131,  33.13127,   1.12962,   6.02554,  16.99987
2100052110,   1.93570,  32.85036,  32.85033,   1.62268,   6.72979,  16.85572
2100052111,   2.14480,  32.77285,  32.77282,   1.99437,   7.66220,  16.81595
2100052112,   2.22250,  32.90865,  32.90862,   2.23227,   8.69301,  16.88563
2100052113,   1.77530,  33.20839,  33.20838,   2.12147,   9.53313,  17.03944
2100052114,   1.41640,  33.60658,  33.60658,   1.87283,  10.09099,  17.24376
2100052115,   1.17960,  34.04527,  34.04528,   1.61585,  10.38782,  17.46886
2100052116,   1.07020,  34.48492,  34.48493,   1.42191,  10.49992,  17.69445
2100052117,   0.76960,  34.88059,  34.88062,   1.16011,  10.39120,  17.89747
2100052118,   0.42920,  35.18479,  35.18481,   0.84133,  10.03783,  18.05356
2100052119,   0.37750,  35.37722,  35.37724,   0.64521,   9.56228,  18.15230
2100052120,   0.36840,  35.45532,  35.45534,   0.53657,   9.04672,  18.19237
2100052121,   0.28440,  35.41853,  35.41855,   0.43459,   8.50043,  18.17349
2100052122,   0.31850,  35.27771,  35.27771,   0.39866,   7.97936,  18.10122
2100052123,   0.30560,  35.04426,  35.04426,   0.37281,   7.48911,  17.98144
2100052124,   0.31330,  34.73110,  34.73109,   0.36320,   7.03963,  17.82075
2100052201,   0.20370,  34.34095,  34.34093,   0.30010,   6.58404,  17.62056
2100052202,   0.24370,  33.88480,  33.88477,   0.28787,   6.16369,  17.38650
2100052203,   0.28380,  33.37678,  33.37674,   0.30262,   5.79672,  17.12583
2100052204,   0.21080,  32.82182,  32.82177,   0.27179,   5.44133,  16.84107
2100052205,   0.26760,  32.23164,  32.23158,   0.28553,   5.13209,  16.53824
2100052206,   0.37720,  31.62483,  31.62477,   0.35083,   4.90574,  16.22688
2100052207,   0.45570,  31.01915,  31.01908,   0.42695,   4.76275,  15.91609
2100052208,   0.58820,  30.43541,  30.43533,   0.53739,   4.72238,  15.61657
2100052209,   0.66470,  29.88942,  29.88933,   0.63634,   4.76528,  15.33642
2100052210,   0.62750,  29.38377,  29.38368,   0.66904,   4.83012,  15.07696
2100052211,   0.94980,  28.94575,  28.94566,   0.85696,   5.03911,  14.85221
2100052212,   0.96310,  28.58512,  28.58503,   0.96348,   5.31278,  14.66717
2100052213,   0.59530,  28.27003,  28.26994,   0.82516,   5.44857,  14.50549
2100052214,   1.61340,  28.07130,  28.07121,   1.29089,   5.94406,  14.40352
2100052215,   0.95250,  27.95635,  27.95627,   1.18758,   6.30779,  14.34455
2100052216,   0.44280,  27.86090,  27.86083,   0.86307,   6.37557,  14.29557
2100052217,   0.33610,  27.74545,  27.74538,   0.63480,   6.25378,  14.23634
2100052218,   0.31560,  27.59201,  27.59194,   0.50311,   6.03852,  14.15761
2100052219,   0.28720,  27.39300,  27.39293,   0.41836,   5.77666,  14.05549
2100052220,   0.24650,  27.14512,  27.14505,   0.35196,   5.48748,  13.92831
2100052221,   1.26650,  26.93881,  26.93874,   0.85676,   5.63131,  13.82245
2100052222,   0.28980,  26.72843,  26.72836,   0.60695,   5.56079,  13.71450
2100052223,   0.26450,  26.49190,  26.49183,   0.46132,   5.38057,  13.59313
2100052224,   0.27220,  26.22225,  26.22218,   0.38830,   5.15967,  13.45477
2100052301,   0.07840,  25.90258,  25.90251,   0.24705,   4.84745,  13.29075
2100052302,   0.20610,  25.54048,  25.54040,   0.23988,   4.56036,  13.10495
2100052303,   0.16790,  25.13991,  25.13983,   0.21587,   4.28241,  12.89941
2100052304,   0.03710,  24.69504,  24.69496,   0.13391,   3.96629,  12.67115
2100052305,   0.12450,  24.21489,  24.21481,   0.13679,   3.68373,  12.42478
2100052306,   0.17700,  23.71167,  23.71158,   0.16611,   3.45259,  12.16657
2100052307,   0.46370,  23.21839,  23.21830,   0.33340,   3.37833,  11.91346
2100052308,   0.62390,  22.76428,  22.76418,   0.50676,   3.45030,  11.68045
2100052309,   0.86950,  22.38204,  22.38195,   0.72855,   3.69284,  11.48433
2100052310,   0.61970,  22.06081,  22.06073,   0.71372,   3.89952,  11.31950
2100052311,   0.44280,  21.77689,  21.77681,   0.61222,   4.00445,  11.17382
2100052312,   0.50170,  21.52264,  21.52255,   0.58967,   4.08094,  11.04336
2100052313,   0.39180,  21.28362,  21.28354,   0.51956,   4.09369,  10.92073
2100052314,   0.44690,  21.05754,  21.05747,   0.51161,   4.09882,  10.80473
2100052315,   0.33200,  20.83307,  20.83299,   0.44658,   4.05134,  10.68954
2100052316,   0.48150,  20.61834,  20.61827,   0.49129,   4.04437,  10.57937
2100052317,   0.40040,  20.40989,  20.40981,   0.47203,   4.02267,  10.47241
2100052318,   0.26510,  20.19451,  20.19444,   0.39021,   3.93756,  10.36190
2100052319,   0.15250,  19.95752,  19.95745,   0.28729,   3.77841,  10.24030
2100052320,   0.10530,  19.69024,  19.69017,   0.20783,   3.57134,  10.10316
2100052321,   0.06440,  19.38797,  19.38790,   0.14411,   3.33368,   9.94806
2100052322,   0.12860,  19.05726,  19.05719,   0.14436,   3.11973,   9.77837
2100052323,   0.12840,  18.70384,  18.70377,   0.14439,   2.92696,   9.59703
2100052324,   0.09840,  18.33012,  18.33005,   0.12853,   2.74053,   9.40527
2100052401,   0.08850,  17.93864,  17.93856,   0.11489,   2.56161,   9.20440
2100052402,   0.09120,  17.53294,  17.53285,   0.10909,   2.39574,   8.99622
2100052403,   0.10020,  17.11732,  17.11724,   0.11079,   2.24763,   8.78297
2100052404,   0.06130,  16.69206,  16.69197,   0.09110,   2.09839,   8.56476
2100052405,   0.10260,  16.26249,  16.26240,   0.10254,   1.97307,   8.34435
2100052406,   1.19200,  15.92621,  15.92612,   0.68529,   2.32701,   8.17180
2100052407,   0.28620,  15.64362,  15.64354,   0.51427,   2.50894,   8.02680
2100052408,   1.28310,  15.47958,  15.47950,   0.95147,   3.02314,   7.94264
2100052409,   0.30460,  15.37121,  15.37113,   0.66492,   3.25694,   7.88703
2100052410,   0.38770,  15.29350,  15.29343,   0.55722,   3.38134,   7.84716
2100052411,   0.67690,  15.25808,  15.25802,   0.65330,   3.57041,   7.82899
2100052412,   0.60820,  15.26140,  15.26134,   0.66780,   3.75241,   7.83070
2100052413,   0.54360,  15.29356,  15.29351,   0.64127,   3.89515,   7.84720
2100052414,   0.61100,  15.35378,  15.35374,   0.66291,   4.04112,   7.87810
2100052415,   0.30510,  15.41324,  15.41320,   0.51243,   4.05211,   7.90861
2100052416,   5.19610,  15.88025,  15.88023,   3.02190,   6.07247,   8.14825
2100052417,   1.25090,  16.57024,  16.57024,   2.26188,   7.28417,   8.50230
2100052418,   0.18200,  17.29016,  17.29018,   1.29371,   7.60043,   8.87171
2100052419,   0.10060,  17.94172,  17.94176,   0.73810,   7.44029,   9.20603
2100052420,   0.13440,  18.48659,  18.48663,   0.46187,   7.07468,   9.48561
2100052421,   0.09090,  18.90985,  18.90989,   0.29262,   6.60963,   9.70279
2100052422,   0.18520,  19.22044,  19.22049,   0.25294,   6.15877,   9.86216
2100052423,   0.14720,  19.42634,  19.42638,   0.21182,   5.71954,   9.96780
2100052424,   0.15820,  19.53897,  19.53900,   0.19588,   5.31097,  10.02559
2100052501,   0.01970,  19.55787,  19.55791,   0.11412,   4.87729,  10.03529
2100052502,   0.01030,  19.48858,  19.48860,   0.06586,   4.44783,   9.99973
2100052503,   0.00900,  19.33982,  19.33984,   0.03963,   4.03982,   9.92340
2100052504,   0.00860,  19.12147,  19.12148,   0.02553,   3.66085,   9.81136
2100052505,   0.00810,  18.84333,  18.84333,   0.01780,   3.31316,   9.66864
2100052506,   0.01270,  18.51509,  18.51509,   0.01615,   2.99852,   9.50021
2100052507,   0.10500,  18.15339,  18.15337,   0.06413,   2.75343,   9.31462
2100052508,   0.38120,  17.79274,  17.79272,   0.23574,   2.67006,   9.12956
2100052509,   0.58320,  17.46696,  17.46694,   0.43352,   2.75338,   8.96240
2100052510,   0.64870,  17.19534,  17.19531,   0.57289,   2.94012,   8.82303
2100052511,   0.53550,  16.97367,  16.97364,   0.58674,   3.11950,   8.70929
2100052512,   0.71700,  16.81272,  16.81269,   0.69016,   3.36399,   8.62670
2100052513,   0.68840,  16.71098,  16.71095,   0.72976,   3.61603,   8.57450
2100052514,   0.60390,  16.65659,  16.65656,   0.70600,   3.82412,   8.54659
2100052515,   0.49340,  16.63143,  16.63140,   0.63492,   3.95469,   8.53368
2100052516,   0.43980,  16.62069,  16.62067,   0.56892,   4.01947,   8.52817
2100052517,   0.31700,  16.60607,  16.60606,   0.46898,   3.99778,   8.52068
2100052518,   0.20060,  16.56957,  16.56956,   0.35445,   3.88648,   8.50195
2100052519,   0.05320,  16.49194,  16.49192,   0.21580,   3.67510,   8.46211
2100052520,   0.05090,  16.36732,  16.36730,   0.14118,   3.42485,   8.39817
2100052521,   0.07850,  16.19902,  16.19900,   0.11629,   3.17939,   8.31182
2100052522,   0.04500,  15.98913,  15.98910,   0.08538,   2.93344,   8.20411
2100052523,   0.07030,  15.74416,  15.74413,   0.08241,   2.70944,   8.07842
2100052524,   0.08430,  15.47131,  15.47127,   0.08825,   2.51225,   7.93841
2100052601,   0.04100,  15.17270,  15.17266,   0.06842,   2.31868,   7.78519
2100052602,   0.04950,  14.85253,  14.85249,   0.06242,   2.13944,   7.62091
2100052603,   0.06630,  14.51640,  14.51636,   0.06814,   1.98250,   7.44844
2100052604,   0.07160,  14.16921,  14.16916,   0.07397,   1.84575,   7.27029
2100052605,   0.05990,  13.81374,  13.81369,   0.07087,   1.72004,   7.08790
2100052606,   0.10490,  13.45656,  13.45650,   0.09305,   1.62452,   6.90462
2100052607,   0.20330,  13.11004,  13.10999,   0.15688,   1.58958,   6.72682
2100052608,   0.25220,  12.78409,  12.78403,   0.21655,   1.60590,   6.55957
2100052609,   0.33990,  12.49004,  12.48998,   0.29457,   1.68312,   6.40869
2100052610,   0.26570,  12.22508,  12.22502,   0.29659,   1.75431,   6.27274
2100052611,   0.36280,  11.99488,  11.99483,   0.34906,   1.86051,   6.15462
2100052612,   0.32750,  11.79706,  11.79701,   0.35815,   1.96349,   6.05312
2100052613,   0.25690,  11.62264,  11.62259,   0.32558,   2.03020,   5.96363
2100052614,   0.25370,  11.46603,  11.46598,   0.30665,   2.07514,   5.88327
2100052615,   0.10450,  11.31096,  11.31090,   0.21765,   2.04434,   5.80370
2100052616,   0.24940,  11.16277,  11.16272,   0.24724,   2.04029,   5.72767
2100052617,   0.24430,  11.02333,  11.02328,   0.26021,   2.04703,   5.65612
2100052618,   0.14750,  10.88483,  10.88478,   0.21583,   2.01754,   5.58505
2100052619,   0.11220,  10.74096,  10.74091,   0.17365,   1.95718,   5.51123
2100052620,   0.09470,  10.58805,  10.58801,   0.14205,   1.87748,   5.43278
2100052621,   0.15570,  10.43069,  10.43065,   0.15762,   1.81813,   5.35203
2100052622,   0.12480,  10.26897,  10.26893,   0.14950,   1.75814,   5.26906
2100052623,   0.10110,  10.10157,  10.10153,   0.13266,   1.69059,   5.18316
2100052624,   0.12570,   9.93080,   9.93076,   0.13677,   1.63301,   5.09554
2100052701,   0.04550,   9.75143,   9.75139,   0.09649,   1.54885,   5.00350
2100052702,   0.04280,   9.56187,   9.56182,   0.07373,   1.45479,   4.90623
2100052703,   0.02610,   9.36111,   9.36107,   0.05285,   1.35329,   4.80323
